"Avaliacao","Lucro_Mediana"
1721,12476.5
1722,12476.5
1723,12476.5
1724,12476.5
1725,12476.5
1726,12476.5
1727,12476.5
1728,12476.5
1729,12476.5
1730,12476.5
1731,12476.5
1732,12476.5
1733,12476.5
1734,12476.5
1735,12476.5
1736,12476.5
1737,12476.5
1738,12476.5
1739,12476.5
1740,12476.5
1741,12476.5
1742,12476.5
1743,12476.5
1744,12476.5
1745,12476.5
1746,12476.5
1747,12476.5
1748,12476.5
1749,12476.5
1750,12476.5
1751,12476.5
1752,12476.5
1753,12476.5
1754,12476.5
1755,12476.5
1756,12476.5
1757,12476.5
1758,12476.5
1759,12476.5
1760,12476.5
1761,12476.5
1762,12476.5
1763,12476.5
1764,12595.5
1765,12595.5
1766,12595.5
1767,12595.5
1768,12595.5
1769,12595.5
1770,12595.5
1771,12595.5
1772,12595.5
1773,12595.5
1774,12595.5
1775,12595.5
1776,12595.5
1777,12595.5
1778,12595.5
1779,12595.5
1780,12595.5
1781,12595.5
1782,12595.5
1783,12595.5
1784,12595.5
1785,12595.5
1786,12595.5
1787,12595.5
1788,12595.5
1789,12595.5
1790,12595.5
1791,12595.5
1792,12595.5
1793,12595.5
1794,12595.5
1795,12595.5
1796,12595.5
1797,12595.5
1798,12595.5
1799,12595.5
1800,12595.5
1801,12595.5
1802,12595.5
1803,12595.5
1804,12595.5
1805,12595.5
1806,12595.5
1807,12595.5
1808,12595.5
1809,12595.5
1810,12595.5
1811,12595.5
1812,12595.5
1813,12595.5
1814,12595.5
1815,12595.5
1816,12595.5
1817,12595.5
1818,12595.5
1819,12595.5
1820,12595.5
1821,12595.5
1822,12595.5
1823,12595.5
1824,12595.5
1825,12595.5
1826,12595.5
1827,12595.5
1828,12595.5
1829,12595.5
1830,12595.5
1831,12595.5
1832,12595.5
1833,12595.5
1834,12595.5
1835,12595.5
1836,12595.5
1837,12595.5
1838,12595.5
1839,12595.5
1840,12595.5
1841,12595.5
1842,12595.5
1843,12595.5
1844,12595.5
1845,12595.5
1846,12595.5
1847,12595.5
1848,12595.5
1849,12595.5
1850,12595.5
1851,12595.5
1852,12595.5
1853,12595.5
1854,12595.5
1855,12595.5
1856,12595.5
1857,12595.5
1858,12595.5
1859,12595.5
1860,12595.5
1861,12595.5
1862,12595.5
1863,12595.5
1864,12595.5
1865,12595.5
1866,12595.5
1867,12595.5
1868,12595.5
1869,12595.5
1870,12595.5
1871,12595.5
1872,12595.5
1873,12595.5
1874,12595.5
1875,12595.5
1876,12595.5
1877,12595.5
1878,12595.5
1879,12595.5
1880,12595.5
1881,12595.5
1882,12595.5
1883,12595.5
1884,12595.5
1885,12595.5
1886,12595.5
1887,12595.5
1888,12595.5
1889,12595.5
1890,12595.5
1891,12595.5
1892,12595.5
1893,12595.5
1894,12595.5
1895,12595.5
1896,12595.5
1897,12595.5
1898,12595.5
1899,12595.5
1900,12595.5
1901,12595.5
1902,12595.5
1903,12595.5
1904,12595.5
1905,12595.5
1906,12595.5
1907,12595.5
1908,12595.5
1909,12595.5
1910,12595.5
1911,12595.5
1912,12595.5
1913,12595.5
1914,12595.5
1915,12595.5
1916,12595.5
1917,12595.5
1918,12595.5
1919,12595.5
1920,12728
1921,12728
1922,12835
1923,12835
1924,12835
1925,12835
1926,12835
1927,12835
1928,12835
1929,12835
1930,12835
1931,12835
1932,12835
1933,12835
1934,12835
1935,12835
1936,12835
1937,12835
1938,12835
1939,12845
1940,12845
1941,12845
1942,12845
1943,12845
1944,12845
1945,12845
1946,12845
1947,12845
1948,12845
1949,12845
1950,12845
1951,12845
1952,12845
1953,12845
1954,12845
1955,12845
1956,12845
1957,12845
1958,12845
1959,12845
1960,12845
1961,12845
1962,12845
1963,12845
1964,12845
1965,12896.5
1966,12896.5
1967,12896.5
1968,12896.5
1969,12896.5
1970,12896.5
1971,12896.5
1972,12896.5
1973,12896.5
1974,12896.5
1975,12896.5
1976,12896.5
1977,12896.5
1978,12896.5
1979,12896.5
1980,12896.5
1981,12896.5
1982,12896.5
1983,12896.5
1984,12896.5
1985,12896.5
1986,12896.5
1987,12896.5
1988,12896.5
1989,12896.5
1990,12896.5
1991,12896.5
1992,12896.5
1993,12896.5
1994,12896.5
1995,12896.5
1996,12896.5
1997,12896.5
1998,12896.5
1999,12896.5
2000,12896.5
2001,12896.5
2002,12896.5
2003,12896.5
2004,12896.5
2005,12896.5
2006,12896.5
2007,12896.5
2008,12896.5
2009,12896.5
2010,12896.5
2011,12896.5
2012,12896.5
2013,12896.5
2014,12896.5
2015,12896.5
2016,12896.5
2017,12896.5
2018,12896.5
2019,12896.5
2020,12896.5
2021,12896.5
2022,12896.5
2023,12896.5
2024,12896.5
2025,12896.5
2026,12896.5
2027,12896.5
2028,12896.5
2029,12896.5
2030,12896.5
2031,12896.5
2032,12896.5
2033,12896.5
2034,12896.5
2035,12896.5
2036,12896.5
2037,12896.5
2038,12896.5
2039,12896.5
2040,12896.5
2041,12896.5
2042,12896.5
2043,12896.5
